Date,Date_ISO,Weekday,Year,Month,Month_Name,Day,URL,Notes,Display
14/02/2018,2018-02-14,יום רביעי,2018,2,פברואר,14,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_14_2_18.mp3,,יום רביעי | 14/02/2018
15/02/2018,2018-02-15,יום חמישי,2018,2,פברואר,15,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_15_2_18.mp3,,יום חמישי | 15/02/2018
18/02/2018,2018-02-18,יום ראשון,2018,2,פברואר,18,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_18_2_18.mp3,,יום ראשון | 18/02/2018
19/02/2018,2018-02-19,יום שני,2018,2,פברואר,19,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_19_2_18.mp3,,יום שני | 19/02/2018
20/02/2018,2018-02-20,יום שלישי,2018,2,פברואר,20,https://a99.mediacast.co.il/99fm/mediafiles/haboker_20_2_18.mp3,,יום שלישי | 20/02/2018
21/02/2018,2018-02-21,יום רביעי,2018,2,פברואר,21,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_21_2_18.mp3,,יום רביעי | 21/02/2018
22/02/2018,2018-02-22,יום חמישי,2018,2,פברואר,22,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_22_2_18.mp3,,יום חמישי | 22/02/2018
25/02/2018,2018-02-25,יום ראשון,2018,2,פברואר,25,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_25_2_18.mp3,,יום ראשון | 25/02/2018
26/02/2018,2018-02-26,יום שני,2018,2,פברואר,26,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_26_2_18.mp3,,יום שני | 26/02/2018
27/02/2018,2018-02-27,יום שלישי,2018,2,פברואר,27,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_27_2_18.mp3,,יום שלישי | 27/02/2018
28/02/2018,2018-02-28,יום רביעי,2018,2,פברואר,28,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_28_2_18.mp3,,יום רביעי | 28/02/2018
01/03/2018,2018-03-01,יום חמישי,2018,3,מרץ,1,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_1_3_18.mp3,,יום חמישי | 01/03/2018
04/03/2018,2018-03-04,יום ראשון,2018,3,מרץ,4,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_4_3_18.mp3,,יום ראשון | 04/03/2018
05/03/2018,2018-03-05,יום שני,2018,3,מרץ,5,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_5_3_18.mp3,,יום שני | 05/03/2018
06/03/2018,2018-03-06,יום שלישי,2018,3,מרץ,6,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_6_3_18.mp3,,יום שלישי | 06/03/2018
07/03/2018,2018-03-07,יום רביעי,2018,3,מרץ,7,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_7_3_18.mp3,,יום רביעי | 07/03/2018
08/03/2018,2018-03-08,יום חמישי,2018,3,מרץ,8,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_8_3_18.mp3,,יום חמישי | 08/03/2018
11/03/2018,2018-03-11,יום ראשון,2018,3,מרץ,11,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_11_3_18.mp3,,יום ראשון | 11/03/2018
12/03/2018,2018-03-12,יום שני,2018,3,מרץ,12,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_12_3_18.mp3,,יום שני | 12/03/2018
13/03/2018,2018-03-13,יום שלישי,2018,3,מרץ,13,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_13_3_18.mp3,,יום שלישי | 13/03/2018
14/03/2018,2018-03-14,יום רביעי,2018,3,מרץ,14,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_14_3_18.mp3,,יום רביעי | 14/03/2018
15/03/2018,2018-03-15,יום חמישי,2018,3,מרץ,15,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_15_3_18.mp3,,יום חמישי | 15/03/2018
18/03/2018,2018-03-18,יום ראשון,2018,3,מרץ,18,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_18_3_18.mp3,,יום ראשון | 18/03/2018
19/03/2018,2018-03-19,יום שני,2018,3,מרץ,19,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_19_3_18.mp3,,יום שני | 19/03/2018
20/03/2018,2018-03-20,יום שלישי,2018,3,מרץ,20,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_20_3_18.mp3,,יום שלישי | 20/03/2018
21/03/2018,2018-03-21,יום רביעי,2018,3,מרץ,21,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_21_3_18.mp3,,יום רביעי | 21/03/2018
22/03/2018,2018-03-22,יום חמישי,2018,3,מרץ,22,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_22_3_18.mp3,,יום חמישי | 22/03/2018
25/03/2018,2018-03-25,יום ראשון,2018,3,מרץ,25,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_25_3_18.mp3,,יום ראשון | 25/03/2018
26/03/2018,2018-03-26,יום שני,2018,3,מרץ,26,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_26_3_18.mp3,,יום שני | 26/03/2018
27/03/2018,2018-03-27,יום שלישי,2018,3,מרץ,27,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_27_3_18.mp3,,יום שלישי | 27/03/2018
28/03/2018,2018-03-28,יום רביעי,2018,3,מרץ,28,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_28_3_18.mp3,,יום רביעי | 28/03/2018
29/03/2018,2018-03-29,יום חמישי,2018,3,מרץ,29,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_29_3_18.mp3,,יום חמישי | 29/03/2018
08/04/2018,2018-04-08,יום ראשון,2018,4,אפריל,8,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_8_4_18.mp3,,יום ראשון | 08/04/2018
09/04/2018,2018-04-09,יום שני,2018,4,אפריל,9,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_9_4_18.mp3,,יום שני | 09/04/2018
10/04/2018,2018-04-10,יום שלישי,2018,4,אפריל,10,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_10_4_18.mp3,,יום שלישי | 10/04/2018
11/04/2018,2018-04-11,יום רביעי,2018,4,אפריל,11,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_11_4_18.mp3,,יום רביעי | 11/04/2018
15/04/2018,2018-04-15,יום ראשון,2018,4,אפריל,15,https://a99.mediacast.co.il/99fm/mediafiles/haboker_full_15_4_18.mp3,,יום ראשון | 15/04/2018
